id,name,description,neighborhood_overview,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price
22008294,Guest Bedroom and Office in Beautiful Modern Home,Enjoy your stay at a gorgeous newly built home. Relax for work or fun in a private bedroom with private washroom with bathtub/shower. <br /><br />Walking distance to the Rideau River and to U of O or the Byward Market. It is also a short walk to the Ride,Beside Loblaws and walking distance to the Rideau River.,161199807,Keira,2017-12-03,"Ottawa, Ontario, Canada","",,,,f,https://a0.muscache.com/im/pictures/user/2c13899d-ed1c-4202-bb90-1c09148cf9f2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2c13899d-ed1c-4202-bb90-1c09148cf9f2.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,f,"Ottawa, Ontario, Canada",Rideau-Vanier,,45.4302,-75.66603,Private room in townhouse,Private room,2,1 private bath,2,2,"[""Free street parking"", ""Hot water"", ""Microwave"", ""Wifi"", ""First aid kit"", ""Refrigerator"", ""Shampoo"", ""Dedicated workspace"", ""Essentials"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Bed linens"", ""Fire extinguisher"", ""Hair dryer"", ""Heating"", ""Host gree",1,3,1,1,3,3,1,3,,t,0,0,0,0,2021-07-10,49,0,0,2018,2019,4,4,5,4,4,4,4,,f,1,0,1,0,1,59
22024230,Fellhomeplace,"Orleans place shopping centre<br />Tim Horton's when crossing road, Banks, and restaurants all around",,160830527,Gaudence,2017-12-01,CA,"I'm a friendly person. I like gospel music and like going out with friends.",,90,64,t,https://a0.muscache.com/im/pictures/user/6cb4acd8-36c1-4c86-a6b4-5ad7a61b8998.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6cb4acd8-36c1-4c86-a6b4-5ad7a61b8998.jpg?aki_policy=profile_x_medium,,1,1,"['phone']",t,f,,Orleans,,45.47092,-75.5311,Shared room in house,Shared room,1,2.5 shared baths,1,1,"[""TV"", ""Heating"", ""Carbon monoxide alarm"", ""Indoor fireplace"", ""Breakfast"", ""Free parking on premises"", ""Shampoo"", ""Dishes and silverware"", ""Dryer"", ""Air conditioning"", ""Smoke alarm"", ""Long term stays allowed"", ""Washer"", ""Wifi"", ""Essentials"", ""Kitchen"", ",1,1125,1,1,1125,1125,1,1125,,t,27,57,87,355,2021-07-10,30,16,0,2018,2020,4,4,4,4,4,4,4,,f,1,0,0,1,0,32
22032502,"Cozy Cottage in the City- Hintonburg, free parking","Don't just rise... shine! Bright and comfy family home in the heart of Hintonburg-  Ottawa's trendiest downtown neighbourhood! live steps from all the action and some of Ottawa's yummiest restaurants! This spacious home comfortably sleep 6 guests and is ",10 minutes to parliament<br />1 minute to the parkdale market<br />1 minute to wellington street<br />1 minute to stats Canada office<br />1 minute to the GCTC<br />2 minutes to the civic hospital,85297148,Short And Suite,2016-07-22,"Ottawa, Ontario, Canada","ABOUT SHORT AND SUITE 
Hi we’re Gen, Ally, Kanav & Stassi and were the team behind Short and Suite :) An Ottawa based Airbnb property management company! We love hosting so much we made a career out of it. Together we’re the boss babes and bro behind",,97,91,f,https://a0.muscache.com/im/pictures/user/d0ce7ac2-b883-4365-85d3-a37b08598aef.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d0ce7ac2-b883-4365-85d3-a37b08598aef.jpg?aki_policy=profile_x_medium,Old Ottawa East,70,70,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,"Ottawa, Ontario, Canada",Kitchissippi,,45.4015,-75.73443,Entire house,Entire home/apt,6,1 bath,2,4,"[""Stove"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Oven"", ""Wifi"", ""Patio or balcony"", ""Kitchen"", ""Lockbox"", ""TV"", ""Refrigerator"", ""Shampoo"", ""Backyard"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Dedicated workspace"", ""Essentials""",3,365,3,30,1125,1125,23,1125,,t,6,29,59,59,2021-07-10,98,16,1,2018,2021,4,4,4,4,4,4,4,,f,68,65,3,0,2,143
22087341,Entire 1-Bedrm Apt/Heart of Downtown Ottawa S-84,"One-bedroom apartment in the heart of Downtown Ottawa, Hardwood Floor, Granite top, new bathroom. 5min walk from Byward Market. TV, Wifi, and secured building. Great location for tourists & young professionals. You are a 5min walk from major Restos, Ride",,41604531,Sam,2015-08-16,"Ottawa, Ontario, Canada",Love to travel and good food,,100,100,f,https://a0.muscache.com/im/pictures/user/b3836ecc-d28b-4ab4-8aec-1b02c030eb54.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b3836ecc-d28b-4ab4-8aec-1b02c030eb54.jpg?aki_policy=profile_x_medium,Byward Market - Parliament Hill,16,16,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,,Rideau-Vanier,,45.42675,-75.68798,Entire apartment,Entire home/apt,2,1 bath,1,1,"[""Stove"", ""Free street parking"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Oven"", ""Indoor fireplace"", ""Wifi"", ""Kitchen"", ""TV with standard cable"", ""First aid kit"", ""Pocket wifi"", ""Cable TV"", ""Refrigerator"", ""Shampoo"", ""Luggage dropoff allowed"",",1,1125,1,1,1125,1125,1,1125,,t,8,13,39,311,2021-07-10,151,2,2,2018,2019,4,4,4,4,4,4,4,,t,15,15,0,0,4,75
22164539,Urban Town Near Airport,"This new town home is in a new development and is perfect for a couple.  Located 14 km to YOW airport and 19 km to downtown, it is an easy drive along the river and World Heritage Site Rideau canal system.<br />The afternoon sun shines brightly through t","My neighborhood is quiet and safe.  I leave my car door unlocked and in two year have never had a problem.  I often leave my front door unlocked during the day while I am here.<br />This home is in Manotick, which is an upscale area.  We are near the riv",161188706,Philip,2017-12-03,CA,"",,100,100,t,https://a0.muscache.com/im/pictures/user/b5da3c76-62b5-4127-b3b8-3528833aa0b0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b5da3c76-62b5-4127-b3b8-3528833aa0b0.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Ottawa, Ontario, Canada",Gloucester-South Nepean,,45.26892,-75.69128,Entire townhouse,Entire home/apt,4,3 baths,2,2,"[""Stove"", ""Free street parking"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Oven"", ""Wifi"", ""Patio or balcony"", ""Kitchen"", ""Lockbox"", ""TV"", ""First aid kit"", ""Refrigerator"", ""Dishwasher"", ""Shampoo"", ""Free parking on premises"", ""Dedicated workspace",30,61,30,30,61,61,30,61,,t,0,0,0,86,2021-07-10,29,3,0,2018,2019,5,5,4,5,4,4,4,,f,1,1,0,0,0,163
22164708,Ottawa/Nepean Private Room 8 (book at least 30 d),"Private Room available (in owner occupied home). Brand newly renovated apartment with approx 15 min walk to Algonquin College school. All new bathrooms, floors, lights, quartz counters and more.<br /><br /><b>The space</b><br />* Private lock for bedroom","Very quiet street with hardly any traffic is ideal for someone looking to be near school but quite area. Close to College Square, shopping, parks, and more. Perfect for Algonquin College Students, Carleton University Students or Young Professionals.",42947566,Hoang (Tano),2015-08-30,"Ottawa, Ontario, Canada","Hey, my name is Tano. Originally from Ottawa but now I'm an allergy/immunology resident physician at McGill University, having just finished 3 years of internal medicine at the University of British Columbia. 

My hobbies consist of reading, hiking, sw",,100,77,t,https://a0.muscache.com/im/pictures/user/1e6db21e-4b8b-4f44-8458-5f277a1b66ff.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1e6db21e-4b8b-4f44-8458-5f277a1b66ff.jpg?aki_policy=profile_x_medium,,12,12,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,"Ottawa, Ontario, Canada",Knoxdale-Merivale,,45.32518,-75.76213,Private room in bungalow,Private room,1,1.5 shared baths,1,1,"[""Stove"", ""Free street parking"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Oven"", ""Wifi"", ""Kitchen"", ""Refrigerator"", ""Dishwasher"", ""Backyard"", ""Free parking on premises"", ""Dedicated workspace"", ""Essentials"", ""Shower gel"", ""Carbon monoxide alarm",29,1125,29,29,1125,1125,29,1125,,t,5,15,15,269,2021-07-11,34,4,1,2018,2020,4,4,4,4,4,4,4,,f,12,0,12,0,0,32
22166596,"Stunning View, New & Modern Condo","Located at the center of Ottawa, most convenient to get wherever you want, minutes’ walk to Parliament Hill, Byward Market, Rideau Center, Restaurants, Stores, Convention (Shaw) Center, Embassies, and art gallery, etc.<br /><br />Elegant & Modern 2BD o","Just steps away from it all, you’ll be happy to leave your car in your reserved underground parking spot and walk to where you are going to. The Rideau Centre, the Parliament Buildings, the Rideau Canal, the National Art Gallery, the greenery of the Ma",147442753,Daniel,2017-08-23,"Ottawa, Ontario, Canada","We love Ottawa, and we LOVE to travel!
 
I'm a amateur photographer, but when it's windy and I have a marketing agency and so a big chunk of my time is spent with my clients, doing consulting and worrying about fun things like campaigns, UX/UI, website",,95,99,t,https://a0.muscache.com/im/pictures/user/af116f0b-9217-4b51-a05c-299064b65f98.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/af116f0b-9217-4b51-a05c-299064b65f98.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,"Ottawa, Ontario, Canada",Rideau-Vanier,,45.42525,-75.68635,Entire condominium,Entire home/apt,6,2 baths,2,2,"[""Stove"", ""Pool"", ""Hot water kettle"", ""Free street parking"", ""Dishes and silverware"", ""Hot water"", ""Keurig coffee machine"", ""Microwave"", ""Oven"", ""Indoor fireplace"", ""Conditioner"", ""Wifi"", ""Kitchen"", ""Wine glasses"", ""TV with standard cable"", ""First aid ki",1,1125,1,1,1125,1125,1,1125,,t,4,14,40,207,2021-07-10,30,26,2,2017,2021,4,4,4,4,4,4,4,,t,2,2,0,0,0,214
22176155,Amazing location and value in the heart of Ottawa,Fully furnished basement apartment with private entrance in a bungalow style house. Free WiFi and parking.<br /><br /><b>The space</b><br />Guests have access to the basement apartment. Very clean and well maintained. Private entrance on side of house ju,OC Transpo Tremblay routes - 1 minute walk<br /><br />Brand new light rail stop “tremblay” - 5 minute walk<br /><br />Via Rail - 5 minute walk<br /><br />St Laurent Mall - 7 minute walk<br /><br />Trainyards Shopping area - 5 minute walk,161997898,Greg,2017-12-09,"Ottawa, Ontario, Canada",Blue collar type professional. Very laid back. Not looking for headaches.,,,,f,https://a0.muscache.com/im/pictures/user/7a048e12-0aa5-4f98-9750-8d7d9ec143a2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7a048e12-0aa5-4f98-9750-8d7d9ec143a2.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,"Ottawa, Ontario, Canada",Alta Vista,,45.41791,-75.64427,Entire bungalow,Entire home/apt,2,1 bath,1,1,"[""Stove"", ""Free street parking"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Oven"", ""Wifi"", ""Patio or balcony"", ""Kitchen"", ""Lockbox"", ""TV with standard cable"", ""Refrigerator"", ""Cable TV"", ""Shampoo"", ""Backyard"", ""Free parking on premises"", ""Dedica",1,1125,1,1,1125,1125,1,1125,,t,0,0,7,7,2021-07-10,48,0,0,2020,2017,4,4,4,4,4,4,4,,t,1,1,0,0,3,70
22176880,"Cozy private Room, 10 minutes from the airport","Quiet private room, close to South Keys shopping center and down town. <br />One minute walk to bus stop.",,162003502,Dorothy,2017-12-09,CA,"",,100,88,f,https://a0.muscache.com/im/pictures/user/d943a46d-1b37-4d23-8e24-02f11829b7c5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d943a46d-1b37-4d23-8e24-02f11829b7c5.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,,Gloucester-Southgate,,45.36086,-75.64163,Private room in house,Private room,2,1 private bath,1,1,"[""Free street parking"", ""Hot water"", ""Microwave"", ""Wifi"", ""Cleaning before checkout"", ""TV with standard cable"", ""Cable TV"", ""Shampoo"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Dedicated workspace"", ""Essentials"", ""Shower gel"", ""Carbon monox",2,90,2,2,1125,1125,2,1125,,t,23,53,83,358,2021-07-11,69,16,2,2018,2020,4,4,4,4,4,4,4,,t,2,0,2,0,1,46
22184229,Executive house private entrance to huge room,private bathroom<br /><br /><b>The space</b><br />Huge room over 400 sq feet<br /><br />We have weekly car service to take you shopping<br /><br /><b>Guest access</b><br />Private entrance with gardrn<br /><br /><b>Other things to note</b><br />This is a,Close to everything bus right outside front door,143569188,Rick,2017-07-31,"Ottawa, Ontario, Canada","Working teacher in Ottawa,  Volunteer with robot club, ",,,,f,https://a0.muscache.com/im/pictures/user/58326947-48d2-4c82-b9e3-b7f4cbed43a3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/58326947-48d2-4c82-b9e3-b7f4cbed43a3.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'government_id']",t,t,"Ottawa, Ontario, Canada",Rideau-Rockcliffe,,45.42571,-75.6596,Private room in house,Private room,1,1 private bath,1,1,"[""Heating"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Private entrance"", ""EV charger"", ""Keypad"", ""Free street parking"", ""Dishes and silverware"", ""Dedicated workspace"", ""Air conditioning"", ""Hot water"", ""Coffee maker"", ""Microwave"", ""Smoke alarm"", ""Long ter",62,1125,62,62,1125,1125,62,1125,,f,0,0,0,0,2021-07-10,0,0,0,,,,,,,,,,,f,1,0,1,0,,45
22192588,Aqua room with  free parking,"A cozy private bedroom in a newly-built townhouse! Great for a short or long term stay. Very friendly, safe and quiet neighbourhood within a short drive to Ottawa Airport, EY Centre and 25 mins to downtown.<br /><br /><b>The space</b><br />This guest bed","family friendly neighbourhood, with some parks, a shopping plaza within walking distance offering multiple stores and restaurants. (Freshco, Tim Horton's, McDonald's, Shawarma, Pizza, etc).",157447906,Asma,2017-11-05,"Ottawa, Ontario, Canada","I am a social person who likes travelling. I like to welcome people at my home and offer my guests a warm stay that will make their visit to Ottawa a memorable one. I can offer some tour suggestions if needed.
I am a good Mediterranean cook and can offer",,100,98,t,https://a0.muscache.com/im/pictures/user/854a2550-814e-4af8-a2af-59905429c645.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/854a2550-814e-4af8-a2af-59905429c645.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,"Ottawa, Ontario, Canada",Gloucester-South Nepean,,45.31678,-75.5953,Private room in townhouse,Private room,2,1.5 shared baths,1,1,"[""Stove"", ""Free street parking"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Oven"", ""Wifi"", ""Kitchen"", ""Refrigerator"", ""Dishwasher"", ""Shampoo"", ""Backyard"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Dedicated workspace"", ""Essentials""",1,10,1,1,10,10,1,10,,t,30,57,87,361,2021-07-11,215,24,6,2018,2020,4,4,4,4,4,4,4,,f,3,0,3,0,5,50
22193819,Home Sweet One Bedroom in Hintonburg,"This one-bedroom apartment can accommodate up to two guests. It is perfect for travelers visiting Ottawa to explore Canada's capital or for travelers conducting a business or conference trip. The private setting and hip neighbourhood, in addition to the ",Hintonburg is a lively and hip neighbourhood. Special features that are just a few minutes away by foot from the apartment include: <br /><br />1. Wellington Street: home to lots of restaurants and cute stores. A small grocery store is walking distance t,13600939,Ida,2014-03-27,"Ottawa, Ontario, Canada","I love to travel - to see new places, experience different cultures, eat local dishes, and meet people from all corners of the globe.

I am excited to welcome guests from all walks of life to Ottawa and aim to give them a warm, welcoming home during th",,100,77,t,https://a0.muscache.com/im/pictures/user/bfda94c6-ce51-4afd-8672-1dba328ff505.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bfda94c6-ce51-4afd-8672-1dba328ff505.jpg?aki_policy=profile_x_medium,,5,5,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Ottawa, Ontario, Canada",Kitchissippi,,45.40531,-75.72755,Entire apartment,Entire home/apt,2,1 bath,1,1,"[""Stove"", ""Free street parking"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Oven"", ""Indoor fireplace"", ""Wifi"", ""Patio or balcony"", ""Kitchen"", ""First aid kit"", ""Refrigerator"", ""Dishwasher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Dedicated workspa",30,365,30,30,1125,1125,30,1125,,t,0,0,0,246,2021-07-10,13,1,0,2018,2019,4,4,4,4,5,5,4,,f,5,5,0,0,0,65
22208562,Downtown Ottawa/Elegant/2 bedrooms/2 washrooms,"Located in the heart of Sandy Hill, a stone throw from The Canal, the University of Ottawa, Parliament Hill, and the Byward Market, this two bedroom condo offers the best of convenience and luxury, granite counters, stainless steel appliances, and in uni","As has been mentioned, this is the perfect space to explore the city. Close to the Byward Market, Ottawa University campus, the canal, downtown, and Parliament Hill, this Home lends itself to exploring this city’s beauty year round. There are plenty of",40056907,Kika,2015-07-30,CA,"",,,,f,https://a0.muscache.com/im/pictures/user/8a3bb1ca-bc55-45a1-b92e-8ebd88ff064a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8a3bb1ca-bc55-45a1-b92e-8ebd88ff064a.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,"Ottawa, Ontario, Canada",Rideau-Vanier,,45.42659,-75.68377,Entire apartment,Entire home/apt,4,2 baths,2,2,"[""Stove"", ""Free street parking"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Oven"", ""Wifi"", ""Patio or balcony"", ""Changing table"", ""Kitchen"", ""TV"", ""Refrigerator"", ""Dishwasher"", ""Single level home"", ""Shampoo"", ""Elevator"", ""Backyard"", ""Dedicated wo",30,40,30,30,40,40,30,40,,t,28,58,88,88,2021-07-10,24,0,0,2018,2018,4,4,4,4,4,4,4,,f,1,1,0,0,0,120
22240348,Ottawa lakefront home,Two bedrooms in a comfortable home occupied by retired couple located in Ottawa South in a park like setting. An additional bedroom may be available upon request.<br /><br /><b>The space</b><br />Park like setting with walking trails around the lakes.<br,"15 minutes from Ottawa Airport. 25 minutes to Parliament Hill, 45 minutes to New York state. 7 or 8 minutes from Rideau Carleton Raceway and Casino. 5 minutes from Emerald Links golf course. 5 minutes from 24 hour supermarket and liquor store.",162513562,Paul,2017-12-13,"Ottawa, Ontario, Canada",Retired couple who love to read and enjoy watching entertainment on the big screen at home.,,,0,f,https://a0.muscache.com/im/pictures/user/8b089106-3f63-4d71-bd8d-593d692cf7e3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8b089106-3f63-4d71-bd8d-593d692cf7e3.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,f,"Ottawa, Ontario, Canada",Osgoode,,45.24478,-75.58098,Private room in bungalow,Private room,4,1.5 shared baths,2,2,"[""Stove"", ""Free street parking"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Oven"", ""Indoor fireplace"", ""Wifi"", ""Patio or balcony"", ""Kitchen"", ""TV with standard cable"", ""First aid kit"", ""Refrigerator"", ""Cable TV"", ""Dishwasher"", ""Lake access"", ""Si",2,10,2,2,10,10,2,10,,f,0,0,0,0,2021-07-10,15,0,0,2018,2018,5,5,4,5,5,4,4,,f,3,0,3,0,0,99
22257965,"Brand New, Spacious Executive Suite with Parking","Brand new beautifully furnished, spacious one bedroom executive suite completed as part of a new home build on two acre wooded lot in Kanata. Well appointed and private with all the amenities. Fully stocked kitchen, in unit washer, dryer, cable TV, high ",This is a beautiful rural and secluded area a few minutes outside of Kanata.,7354245,Lisa Miall,2013-07-08,"Ottawa, Ontario, Canada","I love to travel and really enjoy meeting new people and learning about different cultures. I am morally aligned with the AIRBNB vision of helping you discover amazing places while you travel within the comforts of home.

I have been an Airbnb host now",,100,96,f,https://a0.muscache.com/im/pictures/user/b5d742b5-c0ed-450a-8b75-3a18c615a4ba.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b5d742b5-c0ed-450a-8b75-3a18c615a4ba.jpg?aki_policy=profile_x_medium,Sandy Hill,28,28,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,"Ottawa, Ontario, Canada",West Carleton-March,,45.33698,-75.98753,Entire guest suite,Entire home/apt,4,1 bath,1,1,"[""Free street parking"", ""Hot water"", ""Microwave"", ""Wifi"", ""Kitchen"", ""Lockbox"", ""TV"", ""First aid kit"", ""Refrigerator"", ""Shampoo"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Dedicated workspace"", ""Essentials"", ""Carbon monoxide alarm"", ""Dryer""",28,999,28,87,999,999,52,999,,t,0,10,40,315,2021-07-11,7,1,0,2017,2021,5,5,5,5,5,5,4,,f,21,21,0,0,0,120
22260095,"Airport 9 mins drive, king bed, newly furnished!","This newly built, freshly decorated 1 bedroom walk out apartment is perfect for business travellers or tourists visiting the city. Equipped with a king bed, Keurig with complimentary coffee and tea, and 2 flat screen TVs with Netflix (no cable), this ama","Located in a higher end neighbourhood, this area is safe and residential, but located just off a busy road which may result in some noise filtering through. Located a 2 minute drive away is a massive shopping complex with big box stores such as Costco, B",81875539,Breathebnb,2016-07-05,"Ottawa, Ontario, Canada","Named Top 5 in Canada and #1 in Ottawa for 2019-2020, we are a property management company serving Ottawa, Gatineau, Arnprior/Calabogie/White Lake, Val des Monts, Westport, Kingston/Gananoque and Prince Edward County. Our goal is to provide you with an e",,100,92,f,https://a0.muscache.com/im/pictures/user/276bdc53-b070-40a6-881f-3544d0a83725.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/276bdc53-b070-40a6-881f-3544d0a83725.jpg?aki_policy=profile_x_medium,Centretown,37,37,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,"Nepean, Ontario, Canada",Knoxdale-Merivale,,45.34225,-75.70114,Entire apartment,Entire home/apt,2,1 bath,1,1,"[""Stove"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Oven"", ""Wifi"", ""Kitchen"", ""TV"", ""Refrigerator"", ""Dishwasher"", ""Shampoo"", ""Free parking on premises"", ""Dedicated workspace"", ""Essentials"", ""Carbon monoxide alarm"", ""Dryer"", ""Air conditioning"", ",2,1125,2,5,1125,1125,3,1125,,t,8,24,54,144,2021-07-10,205,20,3,2018,2021,4,4,4,4,4,4,4,,f,10,10,0,0,5,90
22295557,Bienvenue chez vous! Welcome Home!,"Un environnement spacieux et très convivial! Très vite vous vous sentirez chez vous, en famille! Un salon moderne et une cuisine bien équipée, vous ne manqurez de rien.<br />Et quand vous aurez à vous déplacer, les transports en commun sont à quel","On est proche de beaucoup de magasins où ils peuvent faire un tour et passer du temps, un grand centre d’achat qui s’appelle « place d’Orléans » où ils peuvent faire leurs achats de toute sorte. Et c’est là la terminus de tous les bus qui",162947600,Marie De Fatima,2017-12-16,"Ottawa, Ontario, Canada","Discrete et très accueillante, souriante, j'adores la compagnie. Rien ne me fait plus plaisir qu'accuillir les gens, et passer d'agreables moments avec eux.
Ouverte d'esprit, voyager est ma premiere passion.",,100,100,f,https://a0.muscache.com/im/pictures/user/a1254997-6148-4c0e-a591-4b6f4f96964d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a1254997-6148-4c0e-a591-4b6f4f96964d.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Ottawa, Ontario, Canada",Cumberland,,45.45663,-75.47233,Private room in house,Private room,1,2.5 shared baths,1,1,"[""Stove"", ""Free street parking"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Fireplace guards"", ""Oven"", ""Wifi"", ""Kitchen"", ""Refrigerator"", ""Lake access"", ""Dishwasher"", ""Shampoo"", ""Backyard"", ""Luggage dropoff allowed"", ""Free parking on premises"", ",2,1125,2,2,1125,1125,2,1125,,t,0,0,0,0,2021-07-11,62,0,0,2018,2018,4,4,4,4,4,4,4,,f,2,0,2,0,1,45
22301700,Cosy Ottawa Flat,"This flat is on the second floor of six unit walk up, its perfect for visitors who want to be able to walk to where ever they need to get to. Whether its for business or pleasure it has everything one needs for short or long term stays.  It does have ext","The flat is in a neighbourhood of government workers,  entrepreneurs, & families.",49093363,Janis,2015-11-15,"Ottawa, Ontario, Canada","The photo is of Bella,  my best friend ever.

Our Family Rules are to;  
Live,  love, life to the fullest.  

Born and raised in Ottawa ( Valley Girl), was fortunate to have traveled,  whether horseback riding adventures in Ireland,  snow skiing in ",,100,80,t,https://a0.muscache.com/im/pictures/user/4e66d9f4-2c91-47fb-8b07-16b9e687f3e8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4e66d9f4-2c91-47fb-8b07-16b9e687f3e8.jpg?aki_policy=profile_x_medium,Lower Town,4,4,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id']",t,t,"Ottawa, Ontario, Canada",Rideau-Vanier,,45.43479,-75.68787,Entire apartment,Entire home/apt,2,1 bath,1,1,"[""Stove"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Oven"", ""Breakfast"", ""Wifi"", ""Patio or balcony"", ""Kitchen"", ""TV with standard cable"", ""First aid kit"", ""Refrigerator"", ""Cable TV"", ""Dishwasher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Free park",5,365,5,5,365,365,5,365,,t,0,0,0,0,2021-07-10,2,0,0,2019,2019,5,5,5,5,5,5,5,,f,5,5,0,0,0,96
